row,station_number,city,station_name,operational_status,latitude,longitude,coords_source,google_place_name,google_address,place_id,original_short_url,google_maps_link,notes
86,AS286,محايل عسير,صناعية محائل,Operation,18.5234375,41.9278125,google_place,محطة درب,"GWFH+94J مجزوعة, محايل 63687, Saudi Arabia",ChIJDUvI7SKH5BURS_6PfpAa34w,https://maps.app.goo.gl/kS47kDuZtF4qk3Ph7,"https://www.google.com/maps?q=18.5234375,41.9278125",
87,RY083,الرياض,الحوميات,Franchises,23.0448112,42.8550606,google_place,Naba Gas station,"2VV4+W2F, Al Humiyat 17986, Saudi Arabia",ChIJSbXvJarhjRURwEt714XHoLk,https://maps.app.goo.gl/2iNRZpWjhRHtJ8TEA,"https://www.google.com/maps?q=23.0448112,42.8550606",تنبيه: الموقع يبعد ~430 كم عن الرياض — تحقق من صحة الرابط في الجدول
88,JA141,جازان,الأمير سلطان-بيش,Operation,19.9286875,42.5945625,google_place,محطة درب,"WHHV+FRX, Alamir Sultan, Bisha 67721, Saudi Arabia",ChIJq_S5vzAn8BURnx4cpWmAwkk,https://maps.app.goo.gl/iTzJgvNgfxL969Xa8,"https://www.google.com/maps?q=19.9286875,42.5945625",تنبيه: الموقع يبعد ~336 كم عن جازان — تحقق من صحة الرابط في الجدول
89,MK228,جدة,جدةالملك خالد - دلهام,Operation,21.503793,39.197905,google_place,محطة درب,"King Khalid Road, Al-Baghdadiyah Al-Sharqiyah, Jeddah 22241, Saudi Arabia",ChIJ2QwTMBjPwxURRCGgR4ud2ig,https://maps.app.goo.gl/pGvA6WHAnEDG6qYKA,"https://www.google.com/maps?q=21.5037930,39.1979050",
90,MK310,جدة,الشاطئ-طريق الملك,Operation,21.6048353,39.1205061,google_place,محطة درب,"حي, King Abdulaziz Branch Rd, Ash Shati, Jeddah 23513, Saudi Arabia",ChIJH-dMdgrZwxURC9VKcpiX0dE,https://maps.app.goo.gl/PXRFijP57wDhWmsv5,"https://www.google.com/maps?q=21.6048353,39.1205061",
91,MK040,جدة,درب - الروضة,Operation,21.5630333,39.1533304,google_place,محطة درب,"Abdallah Al Khouraiji, Ar Rawdah, Jeddah 23433, Saudi Arabia",ChIJg0-ltivbwxURnTgXRU6Rddg,https://maps.app.goo.gl/XQuDdN89iQwuypcu8,"https://www.google.com/maps?q=21.5630333,39.1533304",
92,JA059,جازان,طريق الملك فهد جازان,Operation,16.9681875,42.5678125,google_place,محطة درب,"Ar Rawabi, Jazan 82921, Saudi Arabia",ChIJP7xOSAD9BxYRVF415oiZJeQ,https://maps.app.goo.gl/KFJDV4K6ES5Lc99t8,"https://www.google.com/maps?q=16.9681875,42.5678125",
93,MK027,الطائف,الصيانة-طريق المطار,Operation,21.331934,40.4366171,google_place,محطة درب,"3776 Airport Rd, Alqayam Al Aala, Taif 26561, Saudi Arabia",ChIJJZ0qLwCJ6RURaLL2XoBn7mU,https://maps.app.goo.gl/VqaUChF4kZ61kKyT8,"https://www.google.com/maps?q=21.3319340,40.4366171",
94,MK205,جدة,نقز - الربوة,Franchises,21.6123076,39.1878715,google_place,محطة درب,"طريق الأمير ماجد, Ar Rabwah, Jeddah 23535, Saudi Arabia",ChIJPfabaQ3RwxURHPjghQOYRj8,https://maps.app.goo.gl/CCLQLgVhi8K17gAs6,"https://www.google.com/maps?q=21.6123076,39.1878715",
95,MK021,الطائف,الوسام,Operation,21.2285634,40.3789364,google_place,محطة درب,"7589 يونس بن عمر, Akhbab, TIAA5719، 5719, Taif 26711, Saudi Arabia",ChIJgylpn3eN6RURVV6Pz3FFYx4,https://maps.app.goo.gl/QJ1f1S5uDwjnJqpS7,"https://www.google.com/maps?q=21.2285634,40.3789364",
96,MK161,جدة,الحزم,Franchises,21.8617263,39.0528576,google_place,محطة درب,"الحمادي, جدة 23847, Saudi Arabia",ChIJyaw9ehZnwRURwDh3xH8i-Z4,https://maps.app.goo.gl/GcvQP8juzDvv9fCH7,"https://www.google.com/maps?q=21.8617263,39.0528576",
97,MD096,المدينة المنورة,الهجرة,Operation,24.4250945,39.5685883,google_place,محطة درب,"Al Hijrah Rd, Dhul Hulaifah, Madinah 42393, Saudi Arabia",ChIJa5fthfbHvRURfHSHxRUPHbo,https://maps.app.goo.gl/iswGWRoA42eBjot98,"https://www.google.com/maps?q=24.4250945,39.5685883",
98,MK044,مكة,القنفذة,Operation,19.1214375,41.1009375,google_place,محطة درب,"44C2+H9X, Al Qunfudhah 28822, Saudi Arabia",ChIJtVjhdgSR5hURFlqPn7g0c70,https://maps.app.goo.gl/zneq4Suk6S6HuhaWA,"https://www.google.com/maps?q=19.1214375,41.1009375",تنبيه: الموقع يبعد ~287 كم عن مكة — تحقق من صحة الرابط في الجدول
99,MK012,جدة,طيبه,Franchises,21.7924585,39.1534145,google_place,محطة درب,"alrayan, Taibah near, Jeddah Saudi Arabia",ChIJvQEHXPNlwRURcKqF853Adbk,https://maps.app.goo.gl/ocMcjELBvQdNUxv66,"https://www.google.com/maps?q=21.7924585,39.1534145",
100,MK045,المدينة المنورة,مدينة الملك عبد الله-رابغ,Operation,22.396501,39.192485,google_place,محطة درب,"95VV+GR, King Abdullah Economic City 25772, Saudi Arabia",ChIJNR4pOQD9wBURhYAUO7GoxSg,https://maps.app.goo.gl/joisDrohwu97AFSq5,"https://www.google.com/maps?q=22.3965010,39.1924850",تنبيه: الموقع يبعد ~234 كم عن المدينة المنورة — تحقق من صحة الرابط في الجدول
101,MK066,جدة,الأمير فواز,Operation,21.428833,39.2949042,google_place,محطة درب,"2433، 7919 حي, Al Amir Fawwaz Al Junoobi, Jeddah 22441, Saudi Arabia",ChIJaS7pLwDNwxUROoL7KNMg0Zg,https://maps.app.goo.gl/p9fUyjYxet1CxAho7,"https://www.google.com/maps?q=21.4288330,39.2949042",
102,RY105,الرياض,طريق الأمير سعد,Franchises,24.6883368,46.8012889,google_place,محطة درب,"الرياض الامير سعد, Al Fayha, Riyadh 14253, Saudi Arabia",ChIJSRqDfQAHLz4RZJytwj6Ksxs,https://maps.app.goo.gl/o15xCcg7CGxugHLE7,"https://www.google.com/maps?q=24.6883368,46.8012889",
103,MK326,جدة,محطة الحمدانية,Operation,21.7594649,39.1984673,google_place,محطة درب,"شارع الحمدانية, Al Hamadaniyyah, Jeddah 23761, Saudi Arabia",ChIJGT_T5rR9wRURNJfcYhgMV5M,https://maps.app.goo.gl/MaBHHa4rns52j3i78,"https://www.google.com/maps?q=21.7594649,39.1984673",
104,MK013,مكة,بن العباس_الشوقية,Operation,21.3707043,39.7908805,google_place,محطة درب,"شارع عبدالله بن عباس, Al Shoqiyah, Makkah 24353, Saudi Arabia",ChIJP--bWAAbwhUR94HIobBkuAQ,https://maps.app.goo.gl/shFeNsWTdu3RhLVR6,"https://www.google.com/maps?q=21.3707043,39.7908805",
105,MK285,جدة,القرينية,Franchises,21.3179375,39.2468125,google_place,محطة درب,"Al Qryniah, Jeddah 22535, Saudi Arabia",ChIJj7RPNwC1wxURATAFVvS8nWo,https://maps.app.goo.gl/8pPoFyUoP6WFp77Z9,"https://www.google.com/maps?q=21.3179375,39.2468125",
106,MK260,جدة,ابحر الشمالية-الزمرد,Operation,21.8208125,39.0591875,google_place,محطة درب,"R3C5+8M4, الزمرد, Jeddah 23827, Saudi Arabia",ChIJL0V7MStnwRUR0mSq-YTa0X8,https://maps.app.goo.gl/VbuPbwAurYRhWwvq8,"https://www.google.com/maps?q=21.8208125,39.0591875",
107,MK037,مكة,الراشدية,Operation,21.4680617,40.0007158,google_place,محطة درب,"Arafat Ash Sharaiyaa Rd, Ar Rashidiyyah, Makkah 24274, Saudi Arabia",ChIJKYs7ugUB6hURrSrF-irBsjw,https://maps.app.goo.gl/jqwDg3R2rnAJ2nh7A,"https://www.google.com/maps?q=21.4680617,40.0007158",
108,BH050,الباحة,الاطاولة,Operation,20.2791514,41.3582562,google_place,محطة درب,"79H5+J8V, Al Atawilah 65793, Saudi Arabia",ChIJNdtuqboz7xURmIjrTAqgfzY,https://maps.app.goo.gl/otDnU918RuKzYJ9f6,"https://www.google.com/maps?q=20.2791514,41.3582562",
109,EP133,حفر الباطن,طريق الملك عبدالله,Franchises,28.4099365,45.9702918,google_place,محطة درب,"King Abdullah Rd, Al Baladiyah, Hafar Al Batin 39921, Saudi Arabia",ChIJf0kBdS9B1z8RnkqkpBeHrM8,https://maps.app.goo.gl/3sEhE7YJXCb1QYYf9,"https://www.google.com/maps?q=28.4099365,45.9702918",
110,MD123,المدينة المنورة,محطة بترو بارك - المدينة المنورة,Franchises,24.4655411,39.5826962,google_place,محطة درب,"حي, King Abdullah Branch Rd, Al Wabra, Madinah 42371, Saudi Arabia",ChIJp2K9DVi_vRURZBxykNf-eZE,https://maps.app.goo.gl/YrXqZCH252rDfbhy8,"https://www.google.com/maps?q=24.4655411,39.5826962",
111,MK206,جدة,نقز - الاجواد,Franchises,21.6088179,39.2611791,google_place,محطة درب,"حي, Al Manar, Almustawda'at, Jeddah 23467, Saudi Arabia",ChIJxzdNhG3VwxURtvxO7ZngdtU,https://maps.app.goo.gl/vu2xCHcwX9nnQ5Jh8,"https://www.google.com/maps?q=21.6088179,39.2611791",
112,MK080,مكة,طريق السيل,Operation,21.5182085,40.0926308,google_place,4452 84 حنين,"MUDA4452، 4452 84 حنين، 6170، الشرائع 24473, Saudi Arabia",ChIJ5RmhP4gD6hURtdIe7i384DE,https://maps.app.goo.gl/wBSK8LDCyDdtChd86,"https://www.google.com/maps?q=21.5182085,40.0926308",
113,MK164,مكة,محطة ولي العهد 3,Franchises,21.3166905,39.7083916,google_place,محطة درب,"شارع يزيد بن الأسود, Walyal Ahd Dist., مكة 24568, Saudi Arabia",ChIJ6Zb5l0wXwhURW5WlkbHcu2Q,https://maps.app.goo.gl/SYXiLrnChWyw3pbR8,"https://www.google.com/maps?q=21.3166905,39.7083916",
114,MD011,المدينة المنورة,ابيار,Operation,24.2263793,39.5545662,google_place,محطة درب,"Bi'r al Mashi 42542, Saudi Arabia",ChIJfZ2AmJzbvRURP_KNvWKf7-k,https://maps.app.goo.gl/yR9cUq3uG6LjSVnL7,"https://www.google.com/maps?q=24.2263793,39.5545662",
115,RY073,الرياض,القديه,Operation,24.5515252,46.4843329,google_place,محطة درب,"القدية, Tuwaiq, Riyadh 13795, Saudi Arabia",ChIJl8EMeFUjLz4RdFYzusKjMHE,https://maps.app.goo.gl/S28AFcAtZ6iMbsWk6,"https://www.google.com/maps?q=24.5515252,46.4843329",
116,EP074,حفر الباطن,حي الورود,Operation,28.3002194,45.9469864,google_place,محطة درب,"5090 الورود 26, حي الورود, CMDC7058، 7058, Hafar Al Batin 39821, Saudi Arabia",ChIJn0wRD5Q91z8RkljRJVYD9Ns,https://maps.app.goo.gl/d9NNhKSGc7kSHGCt7,"https://www.google.com/maps?q=28.3002194,45.9469864",
117,MD194,المدينة المنورة,محطة النواة,Franchises,24.067558,38.121863,dropped_pin,,,,https://maps.app.goo.gl/dcux79p4kbRCRQWU7,"https://www.google.com/maps?q=24.0675580,38.1218630",
118,JA155,جازان,محطة بترو بارك,Franchises,17.440621,42.519929,dropped_pin,,,,https://maps.app.goo.gl/6SoxhdNEQusm5Hty8,"https://www.google.com/maps?q=17.4406210,42.5199290",
119,RY200,الرياض,نبض - ثادج,Franchises,25.828716,42.680627,dropped_pin,,,,https://maps.app.goo.gl/qJPQ3niNBth7xSy48,"https://www.google.com/maps?q=25.8287160,42.6806270",تنبيه: الموقع يبعد ~420 كم عن الرياض — تحقق من صحة الرابط في الجدول
120,MK217,مكة,محطة المظليف,Franchises,19.5378828,41.0488429,google_place,محطه قنوي,"JSWA4674، 4674 246, 6548، العقدة 65397, Saudi Arabia",ChIJ2UOZeQBt5hURPkY2wpmHw7Y,https://maps.app.goo.gl/GH5gA3WMpvw2akFx5,"https://www.google.com/maps?q=19.5378828,41.0488429",تنبيه: الموقع يبعد ~244 كم عن مكة — تحقق من صحة الرابط في الجدول
121,HA050,حائل,مطار حائل,Franchises,27.483218,41.7021442,dropped_pin,,,,https://maps.app.goo.gl/iVcrbNvVuzTo9t1Z6,"https://www.google.com/maps?q=27.4832180,41.7021442",
122,BH126,الباحة,محطة الحميدان,Operation,20.2115843,41.3672353,google_place,FIFCO Station,"15 65797, Saudi Arabia",ChIJdTJKGKw27xURigS0yVxqafY,https://maps.app.goo.gl/Wkjbi6yitiLmn8Hw5,"https://www.google.com/maps?q=20.2115843,41.3672353",
123,MK127,جدة,درب بحره,Operation,21.4014658,39.4553798,google_place,8590 Old Mecca Al Moukarramah Rd,"JKBA8590, 8590 Old Mecca Al Moukarramah Rd, 2773، حي بحرة، Jeddah 22825, Saudi Arabia",ChIJgyXVLN0wwhURbha68uj001o,https://maps.app.goo.gl/cKhGikzMLtDYUERz7,"https://www.google.com/maps?q=21.4014658,39.4553798",
124,JA094,جازان,الكربوس (محطة الزهور ),Operation,16.8615518,42.6323994,dropped_pin,,,,https://maps.app.goo.gl/9A6DhgdgX5JJP3Tc6,"https://www.google.com/maps?q=16.8615518,42.6323994",
125,RY338,الرياض,محطة التعاون,Operation,24.7646412,46.7018535,google_place,محطة لوجيكال للوقود,"6419 Imam Saud Bin Abdulaziz Bin Mohammed Rd، 3586, Riyadh 12475, Saudi Arabia",ChIJg6oVYHD9Lj4RNwzMOJnVRxc,https://maps.app.goo.gl/1zPP73Je2JX63L7D7,"https://www.google.com/maps?q=24.7646412,46.7018535",
126,HA052,حائل,الأمير سعود,Franchises,27.468506,41.64977,dropped_pin,,,,https://maps.app.goo.gl/7rLf2km3YaNFWczT8,"https://www.google.com/maps?q=27.4685060,41.6497700",
127,EP349,الاحساء,-,Franchises,25.278688,49.708832,dropped_pin,,,,https://maps.app.goo.gl/UZFGfLzcm1RybF9X8,"https://www.google.com/maps?q=25.2786880,49.7088320",
128,EP301,الدمام,الدمام Dammam,Franchises,26.379529,50.17849,dropped_pin,,,,https://maps.app.goo.gl/zitgCWWv7i49hGfE6,"https://www.google.com/maps?q=26.3795290,50.1784900",
129,NJ350,نجران,زهرة الجنوب 1,Franchises,17.756034,43.506832,dropped_pin,,,,https://maps.app.goo.gl/DoWTAFDofn161kAB8,"https://www.google.com/maps?q=17.7560340,43.5068320",
130,EP337,الاحساء,الحزام الذهبي الاحساء,Operation,25.411059,49.546924,dropped_pin,,,,https://maps.app.goo.gl/otwR4QfnHxzNmupX8,"https://www.google.com/maps?q=25.4110590,49.5469240",
131,EP335,الاحساء,النزهة الاحساء,Operation,25.4483082,49.5939283,google_place,محطه لوجيكال,"CHXV+9JC، 9133 طريق الأمير طلال, Al Nuzha, Al Mubarraz 36342, Saudi Arabia",ChIJj6ceGV69Nz4RkpFG0LAqYwQ,https://maps.app.goo.gl/1zcJjJu2kKzyVY5A9,"https://www.google.com/maps?q=25.4483082,49.5939283",
132,AS255,عسير,طريق الستين (نوره الشهراني),Operation,20.0309085,42.6752801,google_place,5601 ولي العهد الأمير محمد بن سلمان,"AMMA5601، 5601 ولي العهد الأمير محمد بن سلمان، 8521، حي الصفا، بيشة 67845, Saudi Arabia",ChIJncAU8gYt8BUR9bfY1O9t_F4,https://maps.app.goo.gl/nDthCDjGWYNbbwmH9,"https://www.google.com/maps?q=20.0309085,42.6752801",نفس الرابط مستخدم أيضًا للمحطة: AS124 — تحقق من الجدول
133,EP299,الشرقية,طريق قبه,Franchises,27.624208,44.685494,dropped_pin,,,,https://maps.app.goo.gl/DDVGtRLmmKmtDmbW8,"https://www.google.com/maps?q=27.6242080,44.6854940",تنبيه: الموقع يبعد ~551 كم عن الشرقية — تحقق من صحة الرابط في الجدول
134,MK313,جدة,محطة الصفا,Franchises,21.584632,39.217162,dropped_pin,,,,https://maps.app.goo.gl/sqxLEPe4f65M3zap9,"https://www.google.com/maps?q=21.5846320,39.2171620",
135,AS124,عسير,الصفاء,Operation,20.0309085,42.6752801,google_place,5601 ولي العهد الأمير محمد بن سلمان,"AMMA5601، 5601 ولي العهد الأمير محمد بن سلمان، 8521، حي الصفا، بيشة 67845, Saudi Arabia",ChIJncAU8gYt8BUR9bfY1O9t_F4,https://maps.app.goo.gl/nDthCDjGWYNbbwmH9,"https://www.google.com/maps?q=20.0309085,42.6752801",نفس الرابط مستخدم أيضًا للمحطة: AS255 — تحقق من الجدول
136,MK091,الطائف,محطة السر,Operation,21.2035788,40.6310901,google_place,4383 الملعب 23,"TCAA4383، 4383 الملعب 23، 8108، حي ج41, At Taif 26919, Saudi Arabia",ChIJh9-JEwGC6RURR7TrYWH0CVQ,https://maps.app.goo.gl/yerUfVj9bD4QEe8EA,"https://www.google.com/maps?q=21.2035788,40.6310901",
137,JA188,جازان,محطة طريق الملك عبدالعزيز بيش,Operation,17.3545732,42.5454226,google_place,محطة درب,"King Abdul Aziz Rd, طريق, الطريق العام، جازان, Baish Saudi Arabia",ChIJ5_MB7BW14hURfBJwTZw9Kus,https://maps.app.goo.gl/kFaCyVcBrNHtfJbP9,"https://www.google.com/maps?q=17.3545732,42.5454226",
138,AS197,خميس مشيط,سوق الاشواق,Operation,18.3364891,42.7449418,google_place,3641 جحش الجهني,"AKUA3641، 3641 جحش الجهني، 8260, Khamis Mushait 62481, Saudi Arabia",ChIJpfDJsv9a-xURRcpMDE1UH0c,https://maps.app.goo.gl/H3FXBLrscK7MuVMi8?g_st=iwb,"https://www.google.com/maps?q=18.3364891,42.7449418",
139,MK191,جدة,الربوة التلاتين,Operation,21.6034364,39.1833411,google_place,محطة الثلاثين,"J53M+98G, Ar Rabwah, Jeddah 23449, Saudi Arabia",ChIJW_k31cPRwxURAtxGVSmW4rw,https://maps.app.goo.gl/iQqyGmzGnZoTPXJZ7,"https://www.google.com/maps?q=21.6034364,39.1833411",
140,MK318,الطائف,محطة الدغمية الخرمة,Operation,21.970515,42.048956,google_place,2167 الخرمه 815,"TKGA2167، 2167 الخرمه 815، 7648، حي الدغمية, Al Khurma 29234, Saudi Arabia",ChIJ3_PVsLwv7RURbThkW_n_2V0,https://maps.app.goo.gl/jRGzT2WTT9RLMtyW8?g_st=iw,"https://www.google.com/maps?q=21.9705150,42.0489560",تنبيه: الموقع يبعد ~185 كم عن الطائف — تحقق من صحة الرابط في الجدول
141,QS319,القصيم,محطة قرطبة - سنيدي-بريدة,Operation,26.4068448,43.9027291,dropped_pin,,,,https://maps.app.goo.gl/uBy8D3pGmFDJbzhe7?g_st=iwb,"https://www.google.com/maps?q=26.4068448,43.9027291",
142,MK082,جدة,امنيتي(اسكان المدائن),Operation,21.4604384,39.2481878,google_place,محطة درب حي الوزيرية,"7251 أبي عبد الله العياشي, Mada'en Al-Fahd، حي, JIMA2483, 2483, Jeddah 22347, Saudi Arabia",ChIJj5MGRADNwxUR6caU2vUcaRI,https://maps.app.goo.gl/N1MANVkueVHiNiaA9,"https://www.google.com/maps?q=21.4604384,39.2481878",
143,EP324,الشرقية,رمكو الصفوي,Franchises,26.654062,49.92447,dropped_pin,,,,https://maps.app.goo.gl/DoG1TRwUnfwRCAiA8,"https://www.google.com/maps?q=26.6540620,49.9244700",
144,تحت التوثيق,جدة,هدى الشام,Operation,21.6151175,39.2704458,dropped_pin,,,,https://maps.app.goo.gl/gJzqJGP7kqZYANnJ7,"https://www.google.com/maps?q=21.6151175,39.2704458",
145,JA259,جازان,الخالدية ضمد,Operation,17.1044162,42.7577449,google_place,2605 King Abdul Aziz Rd,"GBDE2605, 2605 King Abdul Aziz Rd, 6554, Damad 84947, Saudi Arabia",ChIJ4fhBdbhb_RURIOfDfQwzUtA,https://maps.app.goo.gl/hgHPTcUW7AzH14qi9,"https://www.google.com/maps?q=17.1044162,42.7577449",
146,MK104,جدة,الخمرة,Operation,21.332535,39.261769,dropped_pin,,,,https://maps.app.goo.gl/wafLDdDYn5fJN1MSA,"https://www.google.com/maps?q=21.3325350,39.2617690",
147,MK142,مكة,عين شمس,Operation,21.68974,39.826491,dropped_pin,,,,https://maps.app.goo.gl/qLxsVNwmPgPjbY3x5,"https://www.google.com/maps?q=21.6897400,39.8264910",
148,NJ145,نجران,المندفق,Operation,18.5846257,45.322113,google_place,7055 طريق الملك عبد العزيز,"NYSA7055، 7055 طريق الملك عبد العزيز، 3444، ظلماء 66678, Saudi Arabia",ChIJMc75pkDAAj4R8lhhN6ZjtvY,https://maps.app.goo.gl/M191MVsHVfjdruWT9,"https://www.google.com/maps?q=18.5846257,45.3221130",
149,NA190,نجران,الحصينية,Operation,17.8123541,44.4411687,google_place,8823 طريق الملك عبد العزيز,"NADA8823، 8823 طريق الملك عبد العزيز، 4061، حي الحصينية, Al Husayniyah 66423, Saudi Arabia",ChIJdeUpwy3U-BURTtSZsRQBCOs,https://maps.app.goo.gl/36VxhrTjhdymRsbH8?g_st=iw,"https://www.google.com/maps?q=17.8123541,44.4411687",
150,AS225,عسير,محطة الفلاح-بيشة,Operation,20.0455538,42.5843214,google_place,Bashoke Petrol Station,"2HWM+6PG, Alfaisaliyah, Bisha 67715, Saudi Arabia",ChIJV4Eb87cr8BURsmDYujlkmz4,https://maps.app.goo.gl/oYrzRZnB99YUSHHL8?g_st=ipc,"https://www.google.com/maps?q=20.0455538,42.5843214",
151,MK190,مكة,قديد,Operation,22.430833,39.362641,dropped_pin,,,,https://maps.app.goo.gl/bUJoRzFuvE2aDurg6,"https://www.google.com/maps?q=22.4308330,39.3626410",تنبيه: الموقع يبعد ~122 كم عن مكة — تحقق من صحة الرابط في الجدول
152,MD097,المدينة المنورة,الامام مسلم,Franchises,24.4647056,39.5164567,google_place,Corner station,"7111 أبو الربيع بن سالم، 42355 3329، حي السلام،, Madinah Saudi Arabia",ChIJ5YWlc3e4vRURiEBc390j920,https://maps.app.goo.gl/4HfgXeGBMgEUbd6T9,"https://www.google.com/maps?q=24.4647056,39.5164567",
153,,خميس مشيط,خميس مشيط طريق الرياض,Franchises,18.3027177,42.7766103,dropped_pin,,,,https://maps.app.goo.gl/P58L3VGKEWZYfd7a8?g_st=iw,"https://www.google.com/maps?q=18.3027177,42.7766103",
154,JA026,جازان,الكربوس - طريق الملك فيصل,Franchises,16.877875,42.64314,dropped_pin,,,,https://maps.app.goo.gl/R3Aa4yeRXbAZwHQY9,"https://www.google.com/maps?q=16.8778750,42.6431400",
155,AS211,عسير,المطار القديم,Franchises,18.318742,42.750351,dropped_pin,,,,https://maps.app.goo.gl/L5JQLynd7CyAq3Z6A,"https://www.google.com/maps?q=18.3187420,42.7503510",
156,AS212,عسير,محايل عسر الياسمين,Franchises,18.534657,42.056102,dropped_pin,,,,https://maps.app.goo.gl/QoBjhUkvG1Rjfpk86,"https://www.google.com/maps?q=18.5346570,42.0561020",
157,BH253,الباحة,مثلث الأطاولة العقيق,Franchises,20.221548,41.36272,dropped_pin,,,,https://maps.app.goo.gl/wJBoXRVdbjaBY5hEA,"https://www.google.com/maps?q=20.2215480,41.3627200",
158,BH108,الباحة,بني عدوان (شمرخ),Franchises,20.383154,41.305395,dropped_pin,,,,https://maps.app.goo.gl/8vimUHzMhPU99jax8,"https://www.google.com/maps?q=20.3831540,41.3053950",
159,RY095,الخرج,السفير 4 (الهداء),Franchises,24.105294,47.287781,dropped_pin,,,,https://maps.app.goo.gl/DHvJhe9X5a6iZ89r6,"https://www.google.com/maps?q=24.1052940,47.2877810",
160,RY076,الخرج,السحاب,Franchises,24.1367626,47.3718491,dropped_pin,,,,https://maps.app.goo.gl/HrfFWthkCngyizuv5,"https://www.google.com/maps?q=24.1367626,47.3718491",
161,RY077,الخرج,السفير 1 ( طويق الزاهر ),Franchises,24.1306915,47.3509636,dropped_pin,,,,https://maps.app.goo.gl/23UjZ3bbbUE6WBsJ6,"https://www.google.com/maps?q=24.1306915,47.3509636",
162,HA109,حائل,المدائن - حائل,Franchises,27.401975,41.719733,dropped_pin,,,,https://maps.app.goo.gl/tRqKHwixcqpCmMte6,"https://www.google.com/maps?q=27.4019750,41.7197330",
163,Mk284,مكة,محطة بتروتن مكة,Franchises,21.309018,39.688836,dropped_pin,,,,https://maps.app.goo.gl/uEx98XyhDp7bGTYDA,"https://www.google.com/maps?q=21.3090180,39.6888360",
164,JO251,الجوف,محطة الريان - الجوف,Franchises,31.345833,37.352119,dropped_pin,,,,https://maps.app.goo.gl/rSbZF4Bnh2AfNLYZ8,"https://www.google.com/maps?q=31.3458330,37.3521190",تنبيه: الموقع يبعد ~312 كم عن الجوف — تحقق من صحة الرابط في الجدول
165,JO281,الجوف,القريات - النسيم,Franchises,31.310316,37.346631,dropped_pin,,,,https://maps.app.goo.gl/V9KwM4ksGvsw5V2s6,"https://www.google.com/maps?q=31.3103160,37.3466310",تنبيه: الموقع يبعد ~310 كم عن الجوف — تحقق من صحة الرابط في الجدول
166,JO298,الجوف,القريات - الصناعية,Franchises,31.34385,37.3664135,google_place,8782 Al Madinah Al Munawarah Rd,"WCMB8782, 8782 Al Madinah Al Munawarah Rd, 5076, As Sinaiyah, Al Qurayyat 77453, Saudi Arabia",ChIJ_fnkoR4GEBURahKetyxqY_Y,https://maps.app.goo.gl/rYLzFeLEJAmZmDC4A,"https://www.google.com/maps?q=31.3438500,37.3664135",تنبيه: الموقع يبعد ~311 كم عن الجوف — تحقق من صحة الرابط في الجدول
167,EP315,الشرقية,وهل طريق الخليج,Franchises,25.3424293,49.6175671,google_place,7054 ابن رشيد,"FHDI7054، 7054 ابن رشيد، 3023، حي المزروع الثاني, Al Hofuf 36365, Saudi Arabia",ChIJ3yNHBNuTNz4RBJmVZlZiDm0,https://maps.app.goo.gl/vVrcwxh2n51oNXxX8,"https://www.google.com/maps?q=25.3424293,49.6175671",
168,MD297,المدينة المنورة,المدينة عين الخيف,Franchises,24.452977,39.693932,dropped_pin,,,,https://maps.app.goo.gl/zZZU42UcyCj5f4k68,"https://www.google.com/maps?q=24.4529770,39.6939320",
169,MK304,جدة,حي الرياض,Franchises,21.855405,39.210434,dropped_pin,,,,https://maps.app.goo.gl/v7fdHhdEkQGXjJN27,"https://www.google.com/maps?q=21.8554050,39.2104340",
170,EP316,الشرقية,محطة القصيم,Franchises,28.463903,45.98374,dropped_pin,,,,https://maps.app.goo.gl/b9F9fjwSft3Bfzvj9,"https://www.google.com/maps?q=28.4639030,45.9837400",تنبيه: الموقع يبعد ~464 كم عن الشرقية — تحقق من صحة الرابط في الجدول
171,RY204,الرياض,محطة النسيم,Franchises,24.7549431,46.8312486,google_place,8060 ابي الاسود الدؤلي، النسيم الشرقي، الرياض 14241 3087 Abi Al Aswad Al Douli,"8060 ابي الاسود الدؤلي، النسيم الشرقي، الرياض 14241 3087 Abi Al Aswad Al Douli, 3087, An Nasim Ash Sharqi, Riyadh 14241, Saudi Arabia",ChIJ5T_LynuqLz4R8wLgPj2HYq4,https://maps.app.goo.gl/cQwwmUHWPGjpUYmq6,"https://www.google.com/maps?q=24.7549431,46.8312486",
172,MD294,المدينة المنورة,نقطة ايفاء العلا,Franchises,26.540125,37.966918,dropped_pin,,,,https://maps.app.goo.gl/9fwjwbwk3HpgMKBn7,"https://www.google.com/maps?q=26.5401250,37.9669180",تنبيه: الموقع يبعد ~283 كم عن المدينة المنورة — تحقق من صحة الرابط في الجدول
173,RY199,الخرج,نبض - الرفايع,Franchises,24.321695,47.158729,dropped_pin,,,,https://maps.app.goo.gl/9pHwSe7nvTvVuq6y9,"https://www.google.com/maps?q=24.3216950,47.1587290",
174,AS128,عسير,الفرعاء,Franchises,18.0666237,42.7145882,google_place,رايات المثلث للوقود,"3P87+JRW، القلت 62268, Saudi Arabia",ChIJFxXubHW7_BURAbSHgmnLHJc,https://maps.app.goo.gl/DYV5mAWoi6psNmrL7,"https://www.google.com/maps?q=18.0666237,42.7145882",
